edge_id,from,to,interaction_type,country,theme,effect,direct_or_indirect,bidirectional,context_dependent,interaction_summary,policy_tension,evidence_level,reference,amr_driver,challenge,distalness,type2,source
P228,amr04,sdg12,AMR-SDG,Zambia,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both policies aim to reduce the discharge of harmful waste from anthropogenic activities. Policy AMR-04 seeks to optimize antimicrobial use and ensure proper disposal of antimicrobial and related biological wastes, thereby directly reducing pharmaceutical residues entering the environment. SDG-12 promotes integrated environmental management and sustainable consumption/production, which includes effective handling of hazardous chemicals and waste. Together they cumulatively drive down the same AMR driver.",Objective alignment on a shared AMR driver (Containment),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",discharge of waste from anthropogenic activities,Containment,0.516960678,Proximal,Objective
P229,sdg12,sdg13,SDG-SDG,Zambia,Environment & Climate Action,Align,Direct,TRUE,FALSE,"Instruments under SDG-12 (recycling, waste monitoring, hazardous chemical enforcement, bans on unsustainable charcoal) directly support SDG-13’s shift to renewable energy, improved cooking devices, and sustainable charcoal production. Conversely, SDG-13’s promotion of climate-smart agriculture, water harvesting, and green energy reduces pressure on natural resources and pollution generation, easing SDG-12’s compliance monitoring and circular economy goals. Each policy’s measures reinforce and accelerate the other’s implementation.",Mutual implementation benefit (Multiple challenges),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Implementation
P230,sdg12,sdg13,SDG-SDG,Zambia,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both SDG-12 and SDG-13 seek to reduce environmental contamination and degradation by promoting sustainable resource management, circular economy principles, and alternative energy sources. SDG-12 focuses on integrated environmental management, hazardous waste control, and reducing unsustainable charcoal production, while SDG-13 emphasizes climate change mitigation and adaptation through nature-based solutions, climate-smart agriculture, and renewable energy. Together they drive the shared AMR driver downward by cutting pollutant loads, conserving ecosystems, and improving land and resource use.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Objective
P231,sdg12,sdg15,SDG-SDG,Zambia,Environment & Climate Action,Align,Direct,TRUE,FALSE,"Policy 1’s measures—circular economy practices, hazardous‐waste controls and monitoring—help reduce pollution burdens on ecosystems, making Policy 2’s restoration and afforestation efforts more effective. Conversely, Policy 2’s ecosystem‐restoration committees and strengthened assessments provide on‐the‐ground capacity and data that support enforcement and compliance monitoring under Policy 1.",Mutual implementation benefit (Multiple challenges),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Implementation
P232,sdg12,sdg15,SDG-SDG,Zambia,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both policies share the goal of sustainable environment and natural resources management, promoting integrated environmental management and enhanced resource stewardship. Together, they push the driver of environmental contamination and degradation in the same direction by reducing pollution and conserving ecosystems.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Objective
P233,sdg13,sdg15,SDG-SDG,Zambia,Environment & Climate Action,Align,Direct,TRUE,FALSE,"SDG-13’s promotion of climate-smart agriculture, water harvesting, forestry enhancement, and renewable energy is supported by the ecosystem restoration, monitoring, capacity building, and community governance structures established under SDG-15. Conversely, restored wetlands, catchments, forests, and strengthened local natural resource committees under SDG-15 create the ecological base and institutional capacity needed for SDG-13’s nature-based climate interventions. Each policy’s implementation thus facilitates and reinforces the other’s success.",Mutual implementation benefit (Multiple challenges),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Implementation
P234,sdg13,sdg15,SDG-SDG,Zambia,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both SDG-13 and SDG-15 prioritize protecting and restoring natural systems and promoting sustainable management of resources, thereby jointly reducing environmental contamination and degradation. SDG-13’s focus on climate change mitigation and adaptation through nature-based solutions and sustainable practices directly complements SDG-15’s emphasis on integrated environmental and natural resource management. Together they push the shared driver (environmental contamination & degradation) in the same direction, yielding cumulative benefits.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",environmental contamination & degradation,Multiple challenges,0.859083806,Distal,Objective
P235,sdg16,sdg17,SDG-SDG,Zambia,Governance & Financing,Align,Direct,TRUE,FALSE,"SDG-16’s investments in ICT, data systems, transparency and decentralised service delivery create the digital infrastructure and accountability frameworks that SDG-17 relies on for trade facilitation, market information services, and digitised regulatory processes. Conversely, SDG-17’s establishment of public-private engagement and digitised trade processes provides use cases, feedback loops and demand for the ICT and data platforms developed under SDG-16, reinforcing and accelerating public service improvements. Thus, each policy’s implementation becomes easier and more effective with the other.",Mutual implementation benefit (Multiple challenges),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",governance capacity,Multiple challenges,0.905214996,Distal,Implementation
P236,sdg16,sdg17,SDG-SDG,Zambia,Governance & Financing,Align,Indirect,TRUE,TRUE,"Both SDG-16 and SDG-17 aim to strengthen governance capacity. SDG-16 focuses on improving the policy and governance environment through decentralisation, data systems, transparency and accountability, and public service performance management. SDG-17 seeks to enhance governance structures for trade by digitising regulatory processes, facilitating public-private engagement, and removing trade bottlenecks. Together, they push the shared driver (governance capacity) in the same direction, producing cumulative benefits.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",governance capacity,Multiple challenges,0.905214996,Distal,Objective
P237,sdg11,sdg13,SDG-SDG,Zambia,Environment & Climate Action,Align,Direct,TRUE,FALSE,"Disaster risk management measures (early warning systems, community-based risk reduction, emergency operations) reinforce climate adaptation efforts by building resilient communities and institutions. Likewise, strengthened climate adaptation (capacity building, nature-based solutions, resilient practices) supports more effective disaster preparedness and recovery.",Mutual implementation benefit (Multiple challenges),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",humanitarian crisis,Multiple challenges,0.725268362,Distal,Implementation
P238,sdg11,sdg13,SDG-SDG,Zambia,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both policies aim to reduce vulnerability to climate- and disaster-related shocks, thereby lessening humanitarian crises. SDG-11 focuses on disaster risk reduction and response, while SDG-13 targets climate change mitigation and adaptation—together they cumulatively reduce drivers of humanitarian crises.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",humanitarian crisis,Multiple challenges,0.725268362,Distal,Objective
P239,sdg01,sdg04,SDG-SDG,Zambia,Social Equity & Education,Align,Direct,TRUE,FALSE,"SDG-01’s social cash transfers, food security packs and resettlement schemes enable beneficiaries to afford and attend the educational and skills programmes expanded under SDG-04. Conversely, the enhanced education, vocational and entrepreneurial training from SDG-04 increases the effectiveness of SDG-01’s livelihood and empowerment interventions, creating a positive feedback loop that eases implementation of each policy.",Mutual implementation benefit (Multiple challenges),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",individual socio-demographic factors,Multiple challenges,0.81621562,Distal,Implementation
P240,sdg01,sdg04,SDG-SDG,Zambia,Social Equity & Education,Align,Indirect,TRUE,TRUE,"Both policies seek to strengthen human capital by improving education, skills development and socio-economic empowerment of vulnerable groups. SDG-01 reduces poverty and vulnerability partly through investments in education and skills development, while SDG-04 directly targets enhanced access to quality education and vocational training. Together they drive the socio-demographic factors (e.g. poverty, low education) in the same direction, cumulatively reducing individual vulnerabilities linked to AMR.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",individual socio-demographic factors,Multiple challenges,0.81621562,Distal,Objective
P241,sdg01,sdg08,SDG-SDG,Zambia,Social Equity & Education,Align,Direct,TRUE,FALSE,"The social protection programmes under SDG-01 (cash transfers, food security packs, human capital investments) create economic stability and seed capital that facilitate uptake of micro, small and medium enterprise opportunities promoted under SDG-08. Conversely, enterprise development and improved access to finance under SDG-08 enable beneficiaries to graduate from social assistance, strengthening targeting systems and freeing resources for reinvestment in social protection. Together they reinforce each other’s delivery pathways.",Mutual implementation benefit (Multiple challenges),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",individual socio-demographic factors,Multiple challenges,0.81621562,Distal,Implementation
P242,sdg01,sdg08,SDG-SDG,Zambia,Social Equity & Education,Align,Indirect,TRUE,TRUE,"Both SDG-01 and SDG-08 seek to enhance citizen participation in the economy by reducing poverty, vulnerability and inequalities through financial inclusion and enterprise development. By improving livelihoods, incomes and economic resilience of individuals, they act on the same socio-demographic drivers of AMR (poverty, instability and lack of opportunity), pushing them in the same direction to reduce vulnerability.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",individual socio-demographic factors,Multiple challenges,0.81621562,Distal,Objective
P243,sdg01,sdg10,SDG-SDG,Zambia,Social Equity & Education,Align,Direct,TRUE,FALSE,"The scaling-up of social cash transfers, food security packs and livelihood schemes under SDG-01 creates stronger community structures and payment systems that facilitate rollout of the income, empowerment and decentralization interventions in SDG-10, while SDG-10’s investments in infrastructure, rural access roads, decentralization and gender parity in governance enhance the reach, targeting and administrative capacity needed to deliver social protection programmes effectively. Together they reinforce each other’s implementation.",Mutual implementation benefit (Multiple challenges),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",individual socio-demographic factors,Multiple challenges,0.81621562,Distal,Implementation
P244,sdg01,sdg10,SDG-SDG,Zambia,Social Equity & Education,Align,Indirect,TRUE,TRUE,"Both policies seek to improve socio-economic conditions by reducing poverty, vulnerability and inequalities, thereby acting on the same individual socio-demographic drivers of AMR in the same direction and producing cumulative benefits.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",individual socio-demographic factors,Multiple challenges,0.81621562,Distal,Objective
P245,sdg04,sdg08,SDG-SDG,Zambia,Social Equity & Education,Align,Direct,TRUE,FALSE,"Expanding quality education and vocational training (SDG-04) produces a more skilled and knowledgeable workforce that can take advantage of business development, financing, and formalization measures under SDG-08. Conversely, stronger local enterprises and improved access to finance (SDG-08) create demand for higher-level skills and technical training, reinforcing uptake of education initiatives. The two sets of actions thus facilitate each other’s implementation.",Mutual implementation benefit (Multiple challenges),Low,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",individual socio-demographic factors,Multiple challenges,0.81621562,Distal,Implementation
P246,sdg04,sdg08,SDG-SDG,Zambia,Social Equity & Education,Align,Indirect,TRUE,TRUE,"Both SDG-04 and SDG-08 target individual socio-demographic determinants of AMR by improving human capital and economic status. SDG-04 raises education and skills levels, which enhances people’s ability to understand and use antimicrobials responsibly. SDG-08 increases income and employment opportunities, improving access to health services and reducing informal drug use. Together they push the same driver in a positive direction, producing cumulative benefits.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",individual socio-demographic factors,Multiple challenges,0.81621562,Distal,Objective
P247,sdg04,sdg10,SDG-SDG,Zambia,Social Equity & Education,Align,Direct,TRUE,FALSE,"Education access and quality improvements under SDG-04 are reinforced by SDG-10 interventions on gender parity in education, rural infrastructure and livelihood programs, while enhanced education and technical skills empower disadvantaged groups, making inequality-reduction measures more effective and sustainable.",Mutual implementation benefit (Multiple challenges),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",individual socio-demographic factors,Multiple challenges,0.81621562,Distal,Implementation
P248,sdg04,sdg10,SDG-SDG,Zambia,Social Equity & Education,Align,Indirect,TRUE,TRUE,"Both policies aim to strengthen individual socio-demographic factors by improving education, skills development and reducing poverty and inequalities. Together they push the driver in the same direction—enhanced human capital and reduced vulnerability—thereby producing cumulative benefits for mitigating AMR.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",individual socio-demographic factors,Multiple challenges,0.81621562,Distal,Objective
P249,sdg08,sdg10,SDG-SDG,Zambia,Social Equity & Education,Align,Direct,TRUE,FALSE,"SDG-10’s investments in infrastructure, rural access roads, electrification, and rule-of-law initiatives create a more enabling environment for the local investment, market access, and finance facilitation mechanisms under SDG-08. Conversely, the growth of micro, small, and medium enterprises under SDG-08 strengthens livelihoods and expands the impact of poverty-reduction and inequality-reduction interventions in SDG-10, making each policy easier to implement.",Mutual implementation benefit (Multiple challenges),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",individual socio-demographic factors,Multiple challenges,0.81621562,Distal,Implementation
P250,sdg08,sdg10,SDG-SDG,Zambia,Social Equity & Education,Align,Indirect,TRUE,TRUE,"Both policies seek to improve individual socio-demographic conditions by raising incomes, creating jobs, and reducing vulnerability. SDG-08 drives economic transformation through enterprise development and job creation, while SDG-10 reduces poverty and inequalities via empowerment programmes and improved access to services. Together they push the same socio-economic drivers of AMR in a positive direction.",Objective alignment on a shared AMR driver (Multiple challenges),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",individual socio-demographic factors,Multiple challenges,0.81621562,Distal,Objective
P251,amr03,sdg01,AMR-SDG,Zambia,Human Health Systems,Align,Direct,TRUE,FALSE,"HIV testing and treatment programmes under SDG-01 build laboratory capacity, supply chains and trained personnel that can be leveraged for IPC situation analyses, guideline roll-out and biosecurity advocacy, while strengthened sanitation, hygiene and IPC systems from AMR-03 improve the safety and quality of HIV service delivery and help safeguard health-care settings against nosocomial transmission.",Mutual implementation benefit (Containment),Low,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",infection/colonization by resistant bacteria in human,Containment,0.320203936,Proximal,Implementation
P252,amr03,sdg01,AMR-SDG,Zambia,Human Health Systems,Align,Indirect,TRUE,TRUE,"Both policies seek to reduce human infection risk—Policy AMR-03 by strengthening sanitation, hygiene, IPC and biosecurity to directly curb resistant bacterial infections, and Policy SDG-01 by reducing HIV-related vulnerability (and thus host susceptibility to opportunistic and secondary bacterial infections). Together they push the shared driver (infection/colonization by resistant bacteria) downward.",Objective alignment on a shared AMR driver (Containment),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",infection/colonization by resistant bacteria in human,Containment,0.320203936,Proximal,Objective
P253,amr03,sdg03,AMR-SDG,Zambia,Human Health Systems,Align,Direct,TRUE,FALSE,"SDG-03’s investments in public health infrastructure, surveillance, epidemic preparedness and resource mobilization create the institutional capacity and funding base needed for AMR-03’s situation analyses, guideline development and advocacy activities. Conversely, AMR-03’s establishment of standardized IPC and biosecurity protocols improves the health‐facility environment and workforce capabilities, facilitating SDG-03’s delivery of HIV/AIDS prevention, testing, treatment and broader infectious disease control programmes.",Mutual implementation benefit (Containment),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",infection/colonization by resistant bacteria in human,Containment,0.320203936,Proximal,Implementation
P254,amr03,sdg03,AMR-SDG,Zambia,Human Health Systems,Align,Indirect,TRUE,TRUE,"Both policies aim to strengthen infection prevention and control within the health system to reduce human infections. AMR-03 focuses on sanitation, hygiene, IPC and biosecurity to curb all infections (including resistant bacteria), while SDG-03 strengthens public health systems for prevention and control of infectious diseases, enhancing overall capacity to reduce infection incidence.",Objective alignment on a shared AMR driver (Containment),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",infection/colonization by resistant bacteria in human,Containment,0.320203936,Proximal,Objective
P255,amr03,sdg06,AMR-SDG,Zambia,Environment & Climate Action,Align,Direct,TRUE,FALSE,"AMR-03’s guidelines, protocols and advocacy for infection prevention and sanitation create a policy framework that enhances the proper use and management of the sanitation infrastructure investments promoted by SDG-06. Conversely, SDG-06’s strengthening of sewerage, waste management and household access to improved sanitation provides the concrete facilities and financing needed to operationalize AMR-03’s IPC, hygiene and phytosanitary measures.",Mutual implementation benefit (Containment),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",infection/colonization by resistant bacteria in human,Containment,0.320203936,Proximal,Implementation
P256,amr03,sdg06,AMR-SDG,Zambia,Environment & Climate Action,Align,Indirect,TRUE,TRUE,"Both policies seek to reduce human infection risk by improving sanitation and hygiene measures: AMR-03 focuses on infection prevention, biosecurity and coordination of sanitary measures, while SDG-06 targets expanded access to improved sanitation services. Both push the shared driver (infection/colonization by resistant bacteria) in the same direction, yielding cumulative benefits.",Objective alignment on a shared AMR driver (Containment),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",infection/colonization by resistant bacteria in human,Containment,0.320203936,Proximal,Objective
P257,sdg03,sdg06,SDG-SDG,Zambia,Human Health Systems,Align,Direct,FALSE,TRUE,"Improved sanitation under SDG-06 reduces the incidence of water- and sanitation-related infections, easing the caseload on health services and enabling more effective epidemic preparedness, surveillance and HIV testing/treatment programs under SDG-03. There is no clear evidence that scaling up public health programs directly accelerates sanitation infrastructure or service delivery.",One-sided implementation benefit (Containment),Low,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",infection/colonization by resistant bacteria in human,Containment,0.320203936,Proximal,Implementation
P258,sdg03,sdg06,SDG-SDG,Zambia,Human Health Systems,Align,Indirect,FALSE,TRUE,"Both policies act to reduce human infections by resistant bacteria. SDG-03 strengthens health systems, surveillance, infection prevention and control for diseases (including those caused by resistant organisms), while SDG-06 reduces environmental transmission through improved water, sewerage and sanitation. Together they lower exposure and vulnerability, pushing the shared driver in the same direction.",Objective alignment on a shared AMR driver (Containment),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",infection/colonization by resistant bacteria in human,Containment,0.320203936,Proximal,Objective
P259,amr04,sdg01,AMR-SDG,Zambia,Human Health Systems,Align,Direct,TRUE,FALSE,"Strengthened quality management systems and regulatory mechanisms for antimicrobials (Policy AMR-04) ensure that social protection schemes (Policy SDG-01) can deliver real value to beneficiaries by providing access to safe, effective medicines. Conversely, more efficient and harmonized social protection delivery increases patients’ ability to obtain antimicrobials, reinforcing the supply-chain improvements.",Mutual implementation benefit (Access),Medium,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",limited access to healthcare,Access,0.56494709,Proximal,Implementation
P260,amr04,sdg01,AMR-SDG,Zambia,Human Health Systems,Align,Indirect,TRUE,TRUE,"Both policies act on the same driver—limited access to healthcare—and push it in the same direction. Policy AMR-04 strengthens antimicrobial supply chains and optimizes use, directly improving availability and quality of medicines. Policy SDG-01 reduces poverty and vulnerability through better social protection, removing financial barriers to accessing health services and medicines.",Objective alignment on a shared AMR driver (Access),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",limited access to healthcare,Access,0.56494709,Proximal,Objective
P261,amr04,sdg03,AMR-SDG,Zambia,Human Health Systems,Align,Direct,TRUE,FALSE,"SDG-03’s investments in health personnel, infrastructure, medicine availability, and insurance coverage create the service delivery context that makes it easier to implement AMR-04’s quality management systems and regulatory mechanisms for antimicrobials. Conversely, AMR-04’s strengthened supply chain oversight and regulatory frameworks ensure that the medicines and medical supplies deployed under SDG-03 are safe, high quality, and used appropriately, reinforcing SDG-03’s goal of quality health care access.",Mutual implementation benefit (Access),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",limited access to healthcare,Access,0.56494709,Proximal,Implementation
P262,amr04,sdg03,AMR-SDG,Zambia,Human Health Systems,Align,Indirect,TRUE,TRUE,"Both policies seek to improve access to quality antimicrobials and health care services. AMR-04 focuses on optimizing antimicrobial use and strengthening the pharmaceutical supply chain, while SDG-03 aims to increase overall access to quality health care—including availability of medicines, health personnel, infrastructure, and insurance coverage. Together, they address the driver of limited access to health care by ensuring that effective, well‐regulated antimicrobials are both available and appropriately used.",Objective alignment on a shared AMR driver (Access),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",limited access to healthcare,Access,0.56494709,Proximal,Objective
P263,amr04,sdg11,AMR-SDG,Zambia,Human Health Systems,Align,Direct,FALSE,TRUE,"Upgrades in transport and logistics infrastructure under SDG-11 make it easier to implement AMR-04’s supply chain strengthening by facilitating medicine distribution to diverse regions. In contrast, AMR-04’s regulatory and quality management measures do not materially influence the execution of transport and logistics improvements.",One-sided implementation benefit (Access),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",limited access to healthcare,Access,0.56494709,Proximal,Implementation
P264,amr04,sdg11,AMR-SDG,Zambia,Human Health Systems,Align,Indirect,FALSE,TRUE,"Both policies aim to improve access to healthcare services and medicines. AMR-04 seeks to optimize antimicrobial use and strengthen the pharmaceutical supply chain, directly addressing medicine availability. SDG-11 focuses on improving transport and logistics infrastructure, which enhances the distribution of health commodities and access to care, thus jointly reducing limited access to healthcare.",Objective alignment on a shared AMR driver (Access),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",limited access to healthcare,Access,0.56494709,Proximal,Objective
P265,sdg01,sdg03,SDG-SDG,Zambia,Social Equity & Education,Align,Direct,FALSE,TRUE,"Upgrading transport and logistics infrastructure under SDG-03 (roads, rail, local planning) directly enhances SDG-01’s capacity to deliver coordinated social protection services at the district and community levels by improving outreach and benefit distribution. There is little evidence, however, that social protection system reforms materially accelerate or facilitate the implementation of transport infrastructure improvements.",One-sided implementation benefit (Access),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",limited access to healthcare,Access,0.56494709,Proximal,Implementation
P266,sdg01,sdg03,SDG-SDG,Zambia,Social Equity & Education,Align,Indirect,FALSE,TRUE,"Both policies aim to reduce barriers to healthcare access. SDG-01 tackles financial and social vulnerabilities through harmonized social protection schemes and pensions, improving individuals’ ability to afford and utilize services, while SDG-03 focuses on physical and logistical access by expanding and modernizing transport and infrastructure to connect communities to quality care. Together, they push the limited-access driver in the same direction, producing cumulative benefits.",Objective alignment on a shared AMR driver (Access),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",limited access to healthcare,Access,0.56494709,Proximal,Objective
P267,sdg01,sdg11,SDG-SDG,Zambia,Social Equity & Education,Align,Direct,FALSE,TRUE,"Enhanced transport and logistics under SDG-11 will directly facilitate the delivery and reach of social protection services by improving mobility of providers and beneficiaries and reducing travel times to administrative and health centers, whereas the social protection implementation under SDG-01 does not materially ease the rollout of infrastructure projects.",One-sided implementation benefit (Access),Medium,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",limited access to healthcare,Access,0.56494709,Proximal,Implementation
P268,sdg01,sdg11,SDG-SDG,Zambia,Social Equity & Education,Align,Indirect,FALSE,TRUE,"Both policies act on the driver of limited access to healthcare in complementary ways: SDG-01 reduces financial and institutional barriers by strengthening social protection and poverty alleviation, thereby improving healthcare affordability and coverage; SDG-11 reduces geographic and logistical barriers by upgrading transport infrastructure and connectivity to health facilities. Together they cumulatively improve access to healthcare.",Objective alignment on a shared AMR driver (Access),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",limited access to healthcare,Access,0.56494709,Proximal,Objective
P269,sdg03,sdg11,SDG-SDG,Zambia,Human Health Systems,Align,Direct,FALSE,TRUE,"Enhancements in transport and logistics (SDG-11) will make it easier to deliver medicines, deploy health personnel, and improve reach of health facilities under SDG-03. By contrast, the health system expansions under SDG-03 do not materially facilitate the rollout of transport infrastructure.",One-sided implementation benefit (Access),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",limited access to healthcare,Access,0.56494709,Proximal,Implementation
P270,sdg03,sdg11,SDG-SDG,Zambia,Human Health Systems,Align,Indirect,FALSE,TRUE,"Both policies act on the same AMR driver – limited access to healthcare – in complementary ways. SDG-03 directly expands availability and quality of health services, while SDG-11 improves transport and logistics infrastructure that physically enables patients, supplies, and personnel to reach those services. Together they produce cumulative benefits in reducing access barriers.",Objective alignment on a shared AMR driver (Access),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",limited access to healthcare,Access,0.56494709,Proximal,Objective
P271,amr05,sdg09,AMR-SDG,Zambia,Governance & Financing,Align,Direct,TRUE,FALSE,"Policy 1’s mapping of funding agencies and researchers creates data that Policy 2 can use to target its institutional reforms, incentives, and coordination efforts to channel investment into AMR research. In turn, Policy 2’s broader R&D promotion, financing incentives, and strengthened coordination enhance the uptake and impact of the databases and networks established under Policy 1.",Mutual implementation benefit (Innovation),Medium,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",limited investment for AMR research,Innovation,0.6,Proximal,Implementation
P272,amr05,sdg09,AMR-SDG,Zambia,Governance & Financing,Align,Indirect,TRUE,TRUE,"Both policies aim to increase investment in research and development. Policy 1 focuses on building the economic case and mapping funding sources specifically for AMR research, while Policy 2 promotes applied R&D broadly by reforming institutional arrangements, incentivizing innovation, and building STEM capacity. Together they drive the shared AMR investment driver in the same direction.",Objective alignment on a shared AMR driver (Innovation),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",limited investment for AMR research,Innovation,0.6,Proximal,Objective
P273,sdg02,sdg03,SDG-SDG,Zambia,Human Health Systems,Align,Direct,TRUE,FALSE,"Nutrition programmes (micronutrient supplementation, school feeding, institutional coordination) improve immune resilience and treatment outcomes, making disease-control interventions (HIV testing/treatment, epidemic preparedness, surveillance) more effective. Conversely, strengthened public health infrastructure and surveillance facilitate more targeted delivery and uptake of nutrition interventions, creating reciprocal reinforcement.",Mutual implementation benefit (Conservation),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",patient health status,Conservation,0.44473775,Proximal,Implementation
P274,sdg02,sdg03,SDG-SDG,Zambia,Human Health Systems,Align,Indirect,TRUE,TRUE,"Both policies seek to improve patient health status by reducing vulnerability to disease—Policy 1 through enhanced nutrition and reduction of malnutrition, Policy 2 through prevention and control of infectious diseases (including HIV/AIDS). Improved nutritional status strengthens immune function and reduces infection risk, while stronger public health systems and disease control reduce disease burden and antimicrobial use. Together they push the shared driver (patient health status) in the same positive direction.",Objective alignment on a shared AMR driver (Conservation),High,"Zambia policy mapping synthesis (all_countries_raw.csv; evaluation rounds: 1, 2, 3, 4, 5)",patient health status,Conservation,0.44473775,Proximal,Objective
