edge_id,from,to,interaction_type,country,theme,source,effect,direct_or_indirect,bidirectional,interaction_summary,policy_tension,policy_strategic_objective_1,policy_strategic_objective_2,policy_specific_actions_1,policy_specific_actions_2,reference
P771,sdg04,sdg05,SDG-SDG,Japan,"Economy, Poverty & Equity",Objective,Align,Direct,FALSE,"Both SDG-04 (enhancing education and vocational skills) and SDG-05 (promoting gender equality and women's empowerment) act on the individual socio-demographic drivers of AMR by strengthening personal capacities--education raises awareness, critical thinking and responsible behaviors around antimicrobial use, while gender equality ensures women (who often manage type health) are empowered to make informed health decisions.",Equity in access versus regulatory enforcement,"Enhancement of elementary and secondary education
Enhancement of career education and vocational education ","Promote gender equality and women's empowerment
","Give support to children in completing elementary and secondary education to ensure equal opportunities in education. Revise and implement the national curriculum standards to provide children with a sufficient level of education throughout the country and help them foster competency required for the new era. Also to this end, improve the quality and abilities of teachers and enhance the allocation of teacher and other staffs. 
In addition to raising basic and general abilities that provide a foundation for social and vocational independence, we will prepare opportunities in which students can correspond to the mobilization of the labor market and gain practical and academic knowledge and skills throughout their lifetimes. 
In order to achieve this, enhancement of career education, improvement of internship projects, and collaboration between education and employment are required to avoid job mismatching. ","Based on the National Action Plan on Women, Peace and Security (formulated in 2015), promote the participation of women in decision-making processes both in Japan and abroad, and give consideration to the human rights of women and gender perspective when tackling challenges for peace and security
Based on the issue-specific development policies to support women (set in 2016), support developing countries in attaining Sustainable Development Goal 5 with a focus on: (1) promoting women’s and girls’ rights; (2) improving an enabling environment for women and girls to reach their full potentials; and (3) advancing women’s leadership in politics, economy and other public fields.",SDGs: The SDGs Implementation Guiding Principles
P772,sdg04,sdg05,SDG-SDG,Japan,"Economy, Poverty & Equity",Implementation,Align,Direct,TRUE,"Efforts to enhance education quality and access build a foundation that directly supports gender equality--e.g., improving teacher competencies and curriculum standards includes gender-responsive pedagogy, while career education and internships increase women's participation in the workforce and leadership.",Equity in access versus regulatory enforcement,"Enhancement of elementary and secondary education
Enhancement of career education and vocational education ","Promote gender equality and women's empowerment
","Give support to children in completing elementary and secondary education to ensure equal opportunities in education. Revise and implement the national curriculum standards to provide children with a sufficient level of education throughout the country and help them foster competency required for the new era. Also to this end, improve the quality and abilities of teachers and enhance the allocation of teacher and other staffs. 
In addition to raising basic and general abilities that provide a foundation for social and vocational independence, we will prepare opportunities in which students can correspond to the mobilization of the labor market and gain practical and academic knowledge and skills throughout their lifetimes. 
In order to achieve this, enhancement of career education, improvement of internship projects, and collaboration between education and employment are required to avoid job mismatching. ","Based on the National Action Plan on Women, Peace and Security (formulated in 2015), promote the participation of women in decision-making processes both in Japan and abroad, and give consideration to the human rights of women and gender perspective when tackling challenges for peace and security
Based on the issue-specific development policies to support women (set in 2016), support developing countries in attaining Sustainable Development Goal 5 with a focus on: (1) promoting women’s and girls’ rights; (2) improving an enabling environment for women and girls to reach their full potentials; and (3) advancing women’s leadership in politics, economy and other public fields.",SDGs: The SDGs Implementation Guiding Principles
P773,sdg04,sdg08,SDG-SDG,Japan,"Economy, Poverty & Equity",Objective,Align,Direct,TRUE,"Both policies act on individual socio-demographic drivers of AMR by improving education, employability and working conditions.",Equity in access versus regulatory enforcement,"Enhancement of elementary and secondary education
Enhancement of career education and vocational education ","Creation of a society with dynamic engagement of all citizens: Working-style reform 
Reduction of overwork
Promotion of employment measures for young people ","Give support to children in completing elementary and secondary education to ensure equal opportunities in education. Revise and implement the national curriculum standards to provide children with a sufficient level of education throughout the country and help them foster competency required for the new era. Also to this end, improve the quality and abilities of teachers and enhance the allocation of teacher and other staffs. 
In addition to raising basic and general abilities that provide a foundation for social and vocational independence, we will prepare opportunities in which students can correspond to the mobilization of the labor market and gain practical and academic knowledge and skills throughout their lifetimes. 
In order to achieve this, enhancement of career education, improvement of internship projects, and collaboration between education and employment are required to avoid job mismatching. ","Working-style reform represents the biggest challenge to be met across the board to create a society in which all citizens are dynamically engaged. Accordingly, implement measures to provide workers with more working style options by improving working conditions of non-regular workers including the achievement of equal pay for equal work, reducing overtime work and total working hours, and fostering the employment of older workers by encouraging companies to increase the retirement age to 65 and offer their employees ongoing employment even after reaching that age.

Based on Japan’s Plan for Dynamic Engagement of All Citizens, enhance the execution of the legal regulations and also start reexamining how to regulate overtime work approved under the so called “36 agreement,” which is made between an employer and the labor union in accordance with Article 36 of the Labor Standards Act to allow the employer to extend the working hours of employees without limit. 

Based on Japan’s Plan for Dynamic Engagement of All Citizens, foster the steady implementation of the Act for Employment Promotion etc. of Youth (enacted in 2015) and foster the employment of young people to provide them with more opportunities to effectively demonstrate their abilities. ",SDGs: The SDGs Implementation Guiding Principles
P774,sdg04,sdg08,SDG-SDG,Japan,"Economy, Poverty & Equity",Implementation,Align,Direct,TRUE,"SDG-04's enhancement of career education, internships and school-industry collaboration creates a pipeline of skilled, motivated young workers, which directly supports SDG-08's youth employment measures and working-style reforms by providing qualified candidates and established training pathways.",Equity in access versus regulatory enforcement,"Enhancement of elementary and secondary education
Enhancement of career education and vocational education ","Creation of a society with dynamic engagement of all citizens: Working-style reform 
Reduction of overwork
Promotion of employment measures for young people ","Give support to children in completing elementary and secondary education to ensure equal opportunities in education. Revise and implement the national curriculum standards to provide children with a sufficient level of education throughout the country and help them foster competency required for the new era. Also to this end, improve the quality and abilities of teachers and enhance the allocation of teacher and other staffs. 
In addition to raising basic and general abilities that provide a foundation for social and vocational independence, we will prepare opportunities in which students can correspond to the mobilization of the labor market and gain practical and academic knowledge and skills throughout their lifetimes. 
In order to achieve this, enhancement of career education, improvement of internship projects, and collaboration between education and employment are required to avoid job mismatching. ","Working-style reform represents the biggest challenge to be met across the board to create a society in which all citizens are dynamically engaged. Accordingly, implement measures to provide workers with more working style options by improving working conditions of non-regular workers including the achievement of equal pay for equal work, reducing overtime work and total working hours, and fostering the employment of older workers by encouraging companies to increase the retirement age to 65 and offer their employees ongoing employment even after reaching that age.

Based on Japan’s Plan for Dynamic Engagement of All Citizens, enhance the execution of the legal regulations and also start reexamining how to regulate overtime work approved under the so called “36 agreement,” which is made between an employer and the labor union in accordance with Article 36 of the Labor Standards Act to allow the employer to extend the working hours of employees without limit. 

Based on Japan’s Plan for Dynamic Engagement of All Citizens, foster the steady implementation of the Act for Employment Promotion etc. of Youth (enacted in 2015) and foster the employment of young people to provide them with more opportunities to effectively demonstrate their abilities. ",SDGs: The SDGs Implementation Guiding Principles
P775,sdg04,sdg10,SDG-SDG,Japan,"Economy, Poverty & Equity",Objective,Align,Direct,TRUE,"Both policies seek to improve individual socio-demographic factors--in particular through enhanced educational attainment, social inclusion, vocational skills, and economic independence.",Equity in access versus regulatory enforcement,"Enhancement of elementary and secondary education
Enhancement of career education and vocational education ",Implementation of the Policies included in Basic Programme for Persons with Disabilities (Third),"Give support to children in completing elementary and secondary education to ensure equal opportunities in education. Revise and implement the national curriculum standards to provide children with a sufficient level of education throughout the country and help them foster competency required for the new era. Also to this end, improve the quality and abilities of teachers and enhance the allocation of teacher and other staffs. 
In addition to raising basic and general abilities that provide a foundation for social and vocational independence, we will prepare opportunities in which students can correspond to the mobilization of the labor market and gain practical and academic knowledge and skills throughout their lifetimes. 
In order to achieve this, enhancement of career education, improvement of internship projects, and collaboration between education and employment are required to avoid job mismatching. ","In order to realize a cohesive society where all citizens, regardless of whether or not they have a disability, coexist with mutual respect for personality and individuality, implement the measures further in the following areas to support the independence and social participation of persons with disabilities. 1. Livelihood support 2. Health and medical care 
3. Education, cultural and art activities, sports, etc. 4. Support of employment/finding employment and economic independence 5. Living environment 6. Information accessibility 7. Safety and security 
8. Elimination of discrimination and promotion of advocacy 
9. Considerations in administrative services, etc. 10. International cooperation ",SDGs: The SDGs Implementation Guiding Principles
P776,sdg04,sdg10,SDG-SDG,Japan,"Economy, Poverty & Equity",Implementation,Align,Indirect,TRUE,"SDG-04's investments in curriculum reform, teacher training, and expanded vocational pathways create the infrastructure and human capacity necessary to include learners with disabilities.",Equity in access versus regulatory enforcement,"Enhancement of elementary and secondary education
Enhancement of career education and vocational education ",Implementation of the Policies included in Basic Programme for Persons with Disabilities (Third),"Give support to children in completing elementary and secondary education to ensure equal opportunities in education. Revise and implement the national curriculum standards to provide children with a sufficient level of education throughout the country and help them foster competency required for the new era. Also to this end, improve the quality and abilities of teachers and enhance the allocation of teacher and other staffs. 
In addition to raising basic and general abilities that provide a foundation for social and vocational independence, we will prepare opportunities in which students can correspond to the mobilization of the labor market and gain practical and academic knowledge and skills throughout their lifetimes. 
In order to achieve this, enhancement of career education, improvement of internship projects, and collaboration between education and employment are required to avoid job mismatching. ","In order to realize a cohesive society where all citizens, regardless of whether or not they have a disability, coexist with mutual respect for personality and individuality, implement the measures further in the following areas to support the independence and social participation of persons with disabilities. 1. Livelihood support 2. Health and medical care 
3. Education, cultural and art activities, sports, etc. 4. Support of employment/finding employment and economic independence 5. Living environment 6. Information accessibility 7. Safety and security 
8. Elimination of discrimination and promotion of advocacy 
9. Considerations in administrative services, etc. 10. International cooperation ",SDGs: The SDGs Implementation Guiding Principles
P777,sdg05,sdg08,SDG-SDG,Japan,"Economy, Poverty & Equity",Objective,Align,Direct,TRUE,Both SDG-05 and SDG-08 target individual socio-demographic drivers of AMR by improving the social and economic conditions that influence antibiotic use.,Equity in access versus regulatory enforcement,"Promote gender equality and women's empowerment
","Creation of a society with dynamic engagement of all citizens: Working-style reform 
Reduction of overwork
Promotion of employment measures for young people ","Based on the National Action Plan on Women, Peace and Security (formulated in 2015), promote the participation of women in decision-making processes both in Japan and abroad, and give consideration to the human rights of women and gender perspective when tackling challenges for peace and security
Based on the issue-specific development policies to support women (set in 2016), support developing countries in attaining Sustainable Development Goal 5 with a focus on: (1) promoting women’s and girls’ rights; (2) improving an enabling environment for women and girls to reach their full potentials; and (3) advancing women’s leadership in politics, economy and other public fields.","Working-style reform represents the biggest challenge to be met across the board to create a society in which all citizens are dynamically engaged. Accordingly, implement measures to provide workers with more working style options by improving working conditions of non-regular workers including the achievement of equal pay for equal work, reducing overtime work and total working hours, and fostering the employment of older workers by encouraging companies to increase the retirement age to 65 and offer their employees ongoing employment even after reaching that age.

Based on Japan’s Plan for Dynamic Engagement of All Citizens, enhance the execution of the legal regulations and also start reexamining how to regulate overtime work approved under the so called “36 agreement,” which is made between an employer and the labor union in accordance with Article 36 of the Labor Standards Act to allow the employer to extend the working hours of employees without limit. 

Based on Japan’s Plan for Dynamic Engagement of All Citizens, foster the steady implementation of the Act for Employment Promotion etc. of Youth (enacted in 2015) and foster the employment of young people to provide them with more opportunities to effectively demonstrate their abilities. ",SDGs: The SDGs Implementation Guiding Principles
P778,sdg05,sdg08,SDG-SDG,Japan,"Economy, Poverty & Equity",Implementation,Align,Indirect,TRUE,"Efforts to empower women and increase their participation (SDG-05) strengthen advocacy for better working conditions, support equitable labor policies and broaden buy-in for working-style reforms.",Equity in access versus regulatory enforcement,"Promote gender equality and women's empowerment
","Creation of a society with dynamic engagement of all citizens: Working-style reform 
Reduction of overwork
Promotion of employment measures for young people ","Based on the National Action Plan on Women, Peace and Security (formulated in 2015), promote the participation of women in decision-making processes both in Japan and abroad, and give consideration to the human rights of women and gender perspective when tackling challenges for peace and security
Based on the issue-specific development policies to support women (set in 2016), support developing countries in attaining Sustainable Development Goal 5 with a focus on: (1) promoting women’s and girls’ rights; (2) improving an enabling environment for women and girls to reach their full potentials; and (3) advancing women’s leadership in politics, economy and other public fields.","Working-style reform represents the biggest challenge to be met across the board to create a society in which all citizens are dynamically engaged. Accordingly, implement measures to provide workers with more working style options by improving working conditions of non-regular workers including the achievement of equal pay for equal work, reducing overtime work and total working hours, and fostering the employment of older workers by encouraging companies to increase the retirement age to 65 and offer their employees ongoing employment even after reaching that age.

Based on Japan’s Plan for Dynamic Engagement of All Citizens, enhance the execution of the legal regulations and also start reexamining how to regulate overtime work approved under the so called “36 agreement,” which is made between an employer and the labor union in accordance with Article 36 of the Labor Standards Act to allow the employer to extend the working hours of employees without limit. 

Based on Japan’s Plan for Dynamic Engagement of All Citizens, foster the steady implementation of the Act for Employment Promotion etc. of Youth (enacted in 2015) and foster the employment of young people to provide them with more opportunities to effectively demonstrate their abilities. ",SDGs: The SDGs Implementation Guiding Principles
P779,sdg05,sdg10,SDG-SDG,Japan,"Economy, Poverty & Equity",Objective,Align,Direct,TRUE,Both policies aim to reduce socio-demographic inequalities by empowering marginalized populations--women (SDG-05) and persons with disabilities (SDG-10)--thereby addressing the same AMR driver (individual socio-demographic factors) in the same direction.,Equity in access versus regulatory enforcement,"Promote gender equality and women's empowerment
",Implementation of the Policies included in Basic Programme for Persons with Disabilities (Third),"Based on the National Action Plan on Women, Peace and Security (formulated in 2015), promote the participation of women in decision-making processes both in Japan and abroad, and give consideration to the human rights of women and gender perspective when tackling challenges for peace and security
Based on the issue-specific development policies to support women (set in 2016), support developing countries in attaining Sustainable Development Goal 5 with a focus on: (1) promoting women’s and girls’ rights; (2) improving an enabling environment for women and girls to reach their full potentials; and (3) advancing women’s leadership in politics, economy and other public fields.","In order to realize a cohesive society where all citizens, regardless of whether or not they have a disability, coexist with mutual respect for personality and individuality, implement the measures further in the following areas to support the independence and social participation of persons with disabilities. 1. Livelihood support 2. Health and medical care 
3. Education, cultural and art activities, sports, etc. 4. Support of employment/finding employment and economic independence 5. Living environment 6. Information accessibility 7. Safety and security 
8. Elimination of discrimination and promotion of advocacy 
9. Considerations in administrative services, etc. 10. International cooperation ",SDGs: The SDGs Implementation Guiding Principles
P780,sdg05,sdg10,SDG-SDG,Japan,"Economy, Poverty & Equity",Implementation,Align,Direct,TRUE,"Implementing gender equality measures (e.g., promoting women's leadership, human rights considerations) creates more inclusive decision-making and advocacy platforms that naturally incorporate disability perspectives.",Equity in access versus regulatory enforcement,"Promote gender equality and women's empowerment
",Implementation of the Policies included in Basic Programme for Persons with Disabilities (Third),"Based on the National Action Plan on Women, Peace and Security (formulated in 2015), promote the participation of women in decision-making processes both in Japan and abroad, and give consideration to the human rights of women and gender perspective when tackling challenges for peace and security
Based on the issue-specific development policies to support women (set in 2016), support developing countries in attaining Sustainable Development Goal 5 with a focus on: (1) promoting women’s and girls’ rights; (2) improving an enabling environment for women and girls to reach their full potentials; and (3) advancing women’s leadership in politics, economy and other public fields.","In order to realize a cohesive society where all citizens, regardless of whether or not they have a disability, coexist with mutual respect for personality and individuality, implement the measures further in the following areas to support the independence and social participation of persons with disabilities. 1. Livelihood support 2. Health and medical care 
3. Education, cultural and art activities, sports, etc. 4. Support of employment/finding employment and economic independence 5. Living environment 6. Information accessibility 7. Safety and security 
8. Elimination of discrimination and promotion of advocacy 
9. Considerations in administrative services, etc. 10. International cooperation ",SDGs: The SDGs Implementation Guiding Principles
P781,sdg08,sdg10,SDG-SDG,Japan,"Economy, Poverty & Equity",Objective,Align,Direct,TRUE,Both policies seek to improve inclusion and participation of diverse demographic groups in the workforce and society.,Equity in access versus regulatory enforcement,"Creation of a society with dynamic engagement of all citizens: Working-style reform 
Reduction of overwork
Promotion of employment measures for young people ",Implementation of the Policies included in Basic Programme for Persons with Disabilities (Third),"Working-style reform represents the biggest challenge to be met across the board to create a society in which all citizens are dynamically engaged. Accordingly, implement measures to provide workers with more working style options by improving working conditions of non-regular workers including the achievement of equal pay for equal work, reducing overtime work and total working hours, and fostering the employment of older workers by encouraging companies to increase the retirement age to 65 and offer their employees ongoing employment even after reaching that age.

Based on Japan’s Plan for Dynamic Engagement of All Citizens, enhance the execution of the legal regulations and also start reexamining how to regulate overtime work approved under the so called “36 agreement,” which is made between an employer and the labor union in accordance with Article 36 of the Labor Standards Act to allow the employer to extend the working hours of employees without limit. 

Based on Japan’s Plan for Dynamic Engagement of All Citizens, foster the steady implementation of the Act for Employment Promotion etc. of Youth (enacted in 2015) and foster the employment of young people to provide them with more opportunities to effectively demonstrate their abilities. ","In order to realize a cohesive society where all citizens, regardless of whether or not they have a disability, coexist with mutual respect for personality and individuality, implement the measures further in the following areas to support the independence and social participation of persons with disabilities. 1. Livelihood support 2. Health and medical care 
3. Education, cultural and art activities, sports, etc. 4. Support of employment/finding employment and economic independence 5. Living environment 6. Information accessibility 7. Safety and security 
8. Elimination of discrimination and promotion of advocacy 
9. Considerations in administrative services, etc. 10. International cooperation ",SDGs: The SDGs Implementation Guiding Principles
P782,sdg08,sdg10,SDG-SDG,Japan,"Economy, Poverty & Equity",Implementation,Align,Direct,TRUE,"Reforming working styles (e.g. flexible hours, equal pay, reduced overtime) creates a more accessible and accommodating work environment that directly benefits persons with disabilities, easing the rollout of SDG-10 measures.",Equity in access versus regulatory enforcement,"Creation of a society with dynamic engagement of all citizens: Working-style reform 
Reduction of overwork
Promotion of employment measures for young people ",Implementation of the Policies included in Basic Programme for Persons with Disabilities (Third),"Working-style reform represents the biggest challenge to be met across the board to create a society in which all citizens are dynamically engaged. Accordingly, implement measures to provide workers with more working style options by improving working conditions of non-regular workers including the achievement of equal pay for equal work, reducing overtime work and total working hours, and fostering the employment of older workers by encouraging companies to increase the retirement age to 65 and offer their employees ongoing employment even after reaching that age.

Based on Japan’s Plan for Dynamic Engagement of All Citizens, enhance the execution of the legal regulations and also start reexamining how to regulate overtime work approved under the so called “36 agreement,” which is made between an employer and the labor union in accordance with Article 36 of the Labor Standards Act to allow the employer to extend the working hours of employees without limit. 

Based on Japan’s Plan for Dynamic Engagement of All Citizens, foster the steady implementation of the Act for Employment Promotion etc. of Youth (enacted in 2015) and foster the employment of young people to provide them with more opportunities to effectively demonstrate their abilities. ","In order to realize a cohesive society where all citizens, regardless of whether or not they have a disability, coexist with mutual respect for personality and individuality, implement the measures further in the following areas to support the independence and social participation of persons with disabilities. 1. Livelihood support 2. Health and medical care 
3. Education, cultural and art activities, sports, etc. 4. Support of employment/finding employment and economic independence 5. Living environment 6. Information accessibility 7. Safety and security 
8. Elimination of discrimination and promotion of advocacy 
9. Considerations in administrative services, etc. 10. International cooperation ",SDGs: The SDGs Implementation Guiding Principles
P783,amr03,sdg03,AMR-SDG,Japan,Agriculture & Food Systems,Objective,Independent,Indirect,FALSE,"Policy AMR-03 specifically targets the prevention of antimicrobial-resistant organism spread in livestock, aquaculture and veterinary settings through infection prevention and control measures.",Farmer livelihoods versus stewardship standards,"PREVENT THE SPREAD OF ANTIMICROBIAL-RESISTANT ORGANISMS BY IMPLEMENTING 
APPROPRIATE INFECTION PREVENTION AND CONTROL

PROMOTE INFECTION PREVENTION AND CONTROL IN LIVESTOCK AND AQUACULTURE, VETERINARY MEDICINE AND FOOD CHAIN ",Implementation of the Action Plan for Strengthening Measures on Emerging Infectious Diseases,"Raise and promote awareness of infection prevention and control (IPC) at facilities related to livestock and 
aquaculture as well as veterinary medicine through further stringent compliance with the biosecurity standards, appropriate vaccinations, and dissemination ofthe Handbook for Hygienic Practice during Primary Production ","Based on the Action Plan for Strengthening Measures on Emerging Infectious Diseases, aim to create the society with strenghtned systems to counter infectious diseases by establishing improved domestic systems, including health and medical services, test and research systems, and human resource base for infectious diseases. ",AMR: National Action Plan on Antimicrobial Resistance (AMR) 2023-2027; SDGs: The SDGs Implementation Guiding Principles
P784,amr03,sdg03,AMR-SDG,Japan,Agriculture & Food Systems,Implementation,Independent,Indirect,FALSE,"AMR-03 implementation centers on biosecurity, vaccination, and hygiene practices in animal production and veterinary facilities.",Farmer livelihoods versus stewardship standards,"PREVENT THE SPREAD OF ANTIMICROBIAL-RESISTANT ORGANISMS BY IMPLEMENTING 
APPROPRIATE INFECTION PREVENTION AND CONTROL

PROMOTE INFECTION PREVENTION AND CONTROL IN LIVESTOCK AND AQUACULTURE, VETERINARY MEDICINE AND FOOD CHAIN ",Implementation of the Action Plan for Strengthening Measures on Emerging Infectious Diseases,"Raise and promote awareness of infection prevention and control (IPC) at facilities related to livestock and 
aquaculture as well as veterinary medicine through further stringent compliance with the biosecurity standards, appropriate vaccinations, and dissemination ofthe Handbook for Hygienic Practice during Primary Production ","Based on the Action Plan for Strengthening Measures on Emerging Infectious Diseases, aim to create the society with strenghtned systems to counter infectious diseases by establishing improved domestic systems, including health and medical services, test and research systems, and human resource base for infectious diseases. ",AMR: National Action Plan on Antimicrobial Resistance (AMR) 2023-2027; SDGs: The SDGs Implementation Guiding Principles
P785,amr03,sdg03,AMR-SDG,Japan,Human health & Care Systems,Objective,Align,Direct,TRUE,Both policies seek to strengthen infection prevention and control and overall health system capacity to reduce infection and colonization by resistant bacteria in humans.,Prevention standards versus treatment demand,"PREVENT THE SPREAD OF ANTIMICROBIAL-RESISTANT ORGANISMS BY IMPLEMENTING 
APPROPRIATE INFECTION PREVENTION AND CONTROL

INFECTION PREVENTION AND CONTROL IN HEALTHCARE AND NURSING CARE AND 
PROMOTION OF REGIONAL COOPERATION ",Implementation of the Action Plan for Strengthening Measures on Emerging Infectious Diseases,"Regarding infection prevention and control (IPC), expand activities in cooperation with regional hospitals and 
related organizations (clinics, pharmacies, nursing care facilities, public health centers, prefectural and municipal public health institutes, etc.), develop concrete activity models of a comprehensive regional infection prevention and control network, and support its sequential establishment all over the country ","Based on the Action Plan for Strengthening Measures on Emerging Infectious Diseases, aim to create the society with strenghtned systems to counter infectious diseases by establishing improved domestic systems, including health and medical services, test and research systems, and human resource base for infectious diseases. ",AMR: National Action Plan on Antimicrobial Resistance (AMR) 2023-2027; SDGs: The SDGs Implementation Guiding Principles
P786,amr03,sdg03,AMR-SDG,Japan,Human health & Care Systems,Implementation,Align,Indirect,TRUE,"The IPC network and regional cooperation structures established under AMR-03 provide existing platforms, data flows, and partnerships that SDG-03 can leverage to roll out enhanced testing, research, and workforce initiatives.",Prevention standards versus treatment demand,"PREVENT THE SPREAD OF ANTIMICROBIAL-RESISTANT ORGANISMS BY IMPLEMENTING 
APPROPRIATE INFECTION PREVENTION AND CONTROL

INFECTION PREVENTION AND CONTROL IN HEALTHCARE AND NURSING CARE AND 
PROMOTION OF REGIONAL COOPERATION ",Implementation of the Action Plan for Strengthening Measures on Emerging Infectious Diseases,"Regarding infection prevention and control (IPC), expand activities in cooperation with regional hospitals and 
related organizations (clinics, pharmacies, nursing care facilities, public health centers, prefectural and municipal public health institutes, etc.), develop concrete activity models of a comprehensive regional infection prevention and control network, and support its sequential establishment all over the country ","Based on the Action Plan for Strengthening Measures on Emerging Infectious Diseases, aim to create the society with strenghtned systems to counter infectious diseases by establishing improved domestic systems, including health and medical services, test and research systems, and human resource base for infectious diseases. ",AMR: National Action Plan on Antimicrobial Resistance (AMR) 2023-2027; SDGs: The SDGs Implementation Guiding Principles
P787,amr03,sdg03,AMR-SDG,Japan,Human health & Care Systems,Objective,Align,Direct,TRUE,Both policies aim to strengthen public health services and outbreak response capacity.,Short-term procurement savings versus long-term resilience,"PREVENT THE SPREAD OF ANTIMICROBIAL-RESISTANT ORGANISMS BY IMPLEMENTING 
APPROPRIATE INFECTION PREVENTION AND CONTROL

STRENGTHEN THE OUTBREAK RESPONSE CAPACITY AGAINST ANTIMICROBIAL-RESISTANT INFECTIONS ","Steady implementation of the G7 Ise-Shima Vision for Global Health 
Contribution towards strengthening the global health architecture and relevant systems 
Support for the enhancement of the WHO’s emergency response unit and to the Organization’s emergency response activities
Support for the World Bank’s Pandemic Emergency Financing Facility (PEF) for strengthening response to public health emergencies 
Promotion of UHC and strengthening preparedness and prevention against public health emergencies in collaboration with the World Bank","Establish a response system to a large-scale outbreak which causes a serious shortage of human resources by  dispatching experts throughout the country regarding epidemiological investigations, clinical management, and public health responses, as appropriate. In addition, the deployment of local infectious disease specialists will be enhanced during normal times, and the response support system from the national level to the local level will be strengthened","Foster the implementation of the G7 Ise-Shima Vision for Global Health, which the G7 countries announced at the Ise-Shima Summit, and contribute to the attainment of Goal 3 and other SDGs. 

Make contribution at international discussions on the global health architecture to improve emergency responses to public health emergencies, thereby contributing to strengthening the architecture. 

Make financial contribution to CFE(Contigency Fund for Emergencies） to improve its initial response in case of emergency and in the event of the outbreak of infectious diseases. Give support to the establishment of the WHO’s health risk management system, thereby contributing to the enhancement of responses to and preparations against public health crises in each country across the world. 

The PEF is a funding mechanism for timely disbursement of financial resourses in response to pandemics by utilizing insurance instruments. As a main donor of the PEF, the Japanese government makes financial contribution and engage in appropriate management of the PEF in order to strengthen and accelerate response to public health emergencies. 

The Japanese government supports for acceleration of UHC and strengthening preparedness and prevention against public health emergencies in developing countries in collaboration with the World Bank and the WHO through the following measures: Support actual implementation of """"UHC in Africa"""", which was announced during TICAD VI by the Japanese government and the World Bank etc as a policy framework for the achievement of UHC; hold an international meeting for follow-up the progress of UHC in Tokyo with the World Bank and the WHO. ",AMR: National Action Plan on Antimicrobial Resistance (AMR) 2023-2027; SDGs: The SDGs Implementation Guiding Principles
P788,amr03,sdg03,AMR-SDG,Japan,Human health & Care Systems,Implementation,Align,Direct,FALSE,"Policy 2's financial contributions to global emergency funds (PEF, CFE), support for WHO's response systems, and collaboration on UHC/preparedness create additional resources, coordination mechanisms, and technical frameworks that facilitate the establishment and strengthening of national outbreak response systems under Policy 1.",Short-term procurement savings versus long-term resilience,"PREVENT THE SPREAD OF ANTIMICROBIAL-RESISTANT ORGANISMS BY IMPLEMENTING 
APPROPRIATE INFECTION PREVENTION AND CONTROL

STRENGTHEN THE OUTBREAK RESPONSE CAPACITY AGAINST ANTIMICROBIAL-RESISTANT INFECTIONS ","Steady implementation of the G7 Ise-Shima Vision for Global Health 
Contribution towards strengthening the global health architecture and relevant systems 
Support for the enhancement of the WHO’s emergency response unit and to the Organization’s emergency response activities
Support for the World Bank’s Pandemic Emergency Financing Facility (PEF) for strengthening response to public health emergencies 
Promotion of UHC and strengthening preparedness and prevention against public health emergencies in collaboration with the World Bank","Establish a response system to a large-scale outbreak which causes a serious shortage of human resources by  dispatching experts throughout the country regarding epidemiological investigations, clinical management, and public health responses, as appropriate. In addition, the deployment of local infectious disease specialists will be enhanced during normal times, and the response support system from the national level to the local level will be strengthened","Foster the implementation of the G7 Ise-Shima Vision for Global Health, which the G7 countries announced at the Ise-Shima Summit, and contribute to the attainment of Goal 3 and other SDGs. 

Make contribution at international discussions on the global health architecture to improve emergency responses to public health emergencies, thereby contributing to strengthening the architecture. 

Make financial contribution to CFE(Contigency Fund for Emergencies） to improve its initial response in case of emergency and in the event of the outbreak of infectious diseases. Give support to the establishment of the WHO’s health risk management system, thereby contributing to the enhancement of responses to and preparations against public health crises in each country across the world. 

The PEF is a funding mechanism for timely disbursement of financial resourses in response to pandemics by utilizing insurance instruments. As a main donor of the PEF, the Japanese government makes financial contribution and engage in appropriate management of the PEF in order to strengthen and accelerate response to public health emergencies. 

The Japanese government supports for acceleration of UHC and strengthening preparedness and prevention against public health emergencies in developing countries in collaboration with the World Bank and the WHO through the following measures: Support actual implementation of """"UHC in Africa"""", which was announced during TICAD VI by the Japanese government and the World Bank etc as a policy framework for the achievement of UHC; hold an international meeting for follow-up the progress of UHC in Tokyo with the World Bank and the WHO. ",AMR: National Action Plan on Antimicrobial Resistance (AMR) 2023-2027; SDGs: The SDGs Implementation Guiding Principles
